[0.000000] (-) TimerEvent: {}
[1.537599] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpPowerDock.pnml\n'}
[1.537668] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpCarNone.pnml\n'}
[1.537737] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpManual.pnml\n'}
[1.537806] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car\n'}
[1.537876] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpCarMainDispatch.pnml\n'}
[1.537946] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png\n'}
[1.538016] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpCarRemote.png\n'}
[1.538085] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpPowerDock.png\n'}
[1.538153] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpCarMainDispatch.png\n'}
[1.538223] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpWorkSheet_config.pnml.png\n'}
[1.538292] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/hyc_action_dispatch_1.pdf\n'}
[1.538361] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/hyc_action_dispatch.pdf\n'}
[1.538430] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpCarManual.png\n'}
[1.538749] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpCarUnknow.png\n'}
[1.538842] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpCarInitPose.png\n'}
[1.538912] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpCarMainDispatch_test_2.png\n'}
[1.538980] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpCarNone.png\n'}
[1.539049] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpCarStandby.png\n'}
[1.539117] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpWorkSheet_config.png\n'}
[1.539187] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpWorkSheet_config.pnml.png.pnml\n'}
[1.539290] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpCarControllerRetry.png\n'}
[1.539355] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/hyc_action_dispatch.odg\n'}
[1.539434] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpCarUnknow.pnml\n'}
[1.539496] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpPowerDock.pnml\n'}
[1.539557] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpCarNone.pnml\n'}
[1.539619] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpManual.pnml\n'}
[1.539679] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpMoveToPark.pnml\n'}
[1.539740] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpCarControllerRetry.pnml\n'}
[1.539800] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpCarRemote.pnml\n'}
[1.539862] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpCarStandby.pnml\n'}
[1.539923] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpCarManual.pnml\n'}
[1.539985] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpCarInitPose.pnml\n'}
[1.540045] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpCarMainDispatch_test.pnml\n'}
[1.540110] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpMoveToPark.pnml\n'}
[1.540171] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpCarMainDispatch_1_test.pnml\n'}
[1.540232] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpCarControllerRetry.pnml\n'}
[1.540293] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpCarMainDispatch_test_2.png\n'}
[1.540354] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpCarRemote.pnml\n'}
[1.540414] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/test\n'}
[1.540475] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/test/pnpMoveToArea1.pnml\n'}
[1.540535] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/test/pnpMoveToArea2.pnml\n'}
[1.540596] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/test/pnpMoveToTest.pnml\n'}
[1.540656] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module\n'}
[1.540750] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleHomeMove.pnml\n'}
[1.540843] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModulePreDockMove.pnml\n'}
[1.540951] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleTurn.pnml\n'}
[1.541036] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModulePowerPreDockMove.pnml\n'}
[1.541118] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpWorkSheetRun.pnml\n'}
[1.541200] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/system\n'}
[1.541348] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/system/pnpModuleMainDispatch.pnml\n'}
[1.541432] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/system/pnpModuleMoveINT.pnml\n'}
[1.541505] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/system/pnpModuleBatteryCharge.pnml\n'}
[1.541717] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/system/pnpModuleMove.pnml\n'}
[1.541850] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleParamsInitSet.pnml\n'}
[1.541920] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleCommonMove.pnml\n'}
[1.541989] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png\n'}
[1.542059] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleSetStatus.png\n'}
[1.542128] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModulePostDockMove.png\n'}
[1.542196] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleDock.png\n'}
[1.542265] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleTurn.png.pnml\n'}
[1.542333] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModulePowerPreDockMove.png\n'}
[1.542401] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleHomeMove.png\n'}
[1.542470] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModulePowerPostUnDockMove.png\n'}
[1.542539] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/hyc_action_pnp_modules.odg\n'}
[1.542607] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleMoveINT.png\n'}
[1.542677] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleDoFunction.png\n'}
[1.542745] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleUnDock.png\n'}
[1.542814] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleMove.png\n'}
[1.542883] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleBatteryCharge.png\n'}
[1.542951] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/hyc_action_pnp_modules.pdf\n'}
[1.543019] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModulePowerPostUnDockMove.png.pnml\n'}
[1.543087] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleParamsInitSet.png.pnml\n'}
[1.543156] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleParamsInitSet.png\n'}
[1.543273] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModulePutInCharge.png\n'}
[1.543342] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpWorkSheetRun.png\n'}
[1.543512] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModulePreDockMove.png\n'}
[1.543584] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleCommonMove.png\n'}
[1.543653] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleTurn.png\n'}
[1.543723] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/hyc_action_dispatch.odg\n'}
[1.545008] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleParkMove.png\n'}
[1.545084] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleUnDock.pnml\n'}
[1.545154] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModulePowerPostUnDockMove.pnml\n'}
[1.545225] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModulePutInCharge.pnml\n'}
[1.545294] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleSetStatus.pnml\n'}
[1.545364] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleParamsInitSet123.pnml\n'}
[1.545434] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleDoFunction.pnml\n'}
[1.545505] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleMoveINT.pnml\n'}
[1.545574] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleBatteryCharge.pnml\n'}
[1.545644] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleParkMove.pnml\n'}
[1.545713] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModulePostDockMove.pnml\n'}
[1.545782] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpTest\n'}
[1.545853] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpTest/pnpModulePreDockMove.pnml\n'}
[1.545977] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpTest/pnpModuleParamsInitSet.pnml\n'}
[1.546048] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpTest/pnpModuleTurnTest.pnml\n'}
[1.546118] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpTest/pnpModuleSetStatus.pnml\n'}
[1.546188] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpTest/pnpModuleMoveINT.pnml\n'}
[1.546257] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpTest/pnpModuleParkMove.pnml\n'}
[1.546327] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleDock.pnml\n'}
[1.546397] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleMove.pnml\n'}
[1.546466] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpCarStandby.pnml\n'}
[1.546536] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpWorkSheet_config.pnml\n'}
[1.546982] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpWorkSheet_test.pnml\n'}
[1.547056] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpCarManual.pnml\n'}
[1.547127] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpCarInitPose.pnml\n'}
[1.547196] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup\n'}
[1.547265] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/exptest.pnml\n'}
[1.547334] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module\n'}
[1.547406] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpPreDock.pnml\n'}
[1.547486] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpAGVMoveTo.pnml\n'}
[1.547555] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpPreMission.pnml\n'}
[1.547625] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpPoseRecognize.pnml\n'}
[1.547696] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpPostMission.pnml\n'}
[1.547824] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnp_main_sequence.pnml\n'}
[1.547894] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpInitial.pnml\n'}
[1.547964] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpMissionAGVMoveTo.pnml\n'}
[1.548034] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/reference\n'}
[1.548104] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/reference/pnp_template.pnml.png.pnml\n'}
[1.548174] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/reference/pnp_template_new1.pnml\n'}
[1.548244] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/reference/power_dock.pnml\n'}
[1.548313] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/reference/pnp_template.png\n'}
[1.548384] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/reference/pnp_template.pnml\n'}
[1.548454] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/reference/pnp_template_new.png\n'}
[1.548524] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/reference/pnp_main_sequence.png\n'}
[1.548593] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/reference/pnp_template_new.pnml\n'}
[1.548662] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpPowerUndock.pnml\n'}
[1.548731] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpPowerDock.pnml\n'}
[1.548801] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpStandbySet.pnml\n'}
[1.548871] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpInitPosSet.pnml\n'}
[1.548969] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpMission.pnml\n'}
[1.549049] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpAGVStandby.pnml\n'}
[1.549119] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpMainctrlStatus.pnml\n'}
[1.549189] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpAGVMoveTo1.pnml\n'}
[1.549360] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpPowerPlugIn.pnml\n'}
[1.549431] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpAlarmSet.pnml\n'}
