[0.000000] (-) TimerEvent: {}
[0.299652] (-) TimerEvent: {}
[0.320115] (robot_scheduling_actions) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target robot_scheduling_actions_node\x1b[0m\n'}
[0.361556] (robot_scheduling_actions) StdoutLine: {'line': b'[ 20%] \x1b[32mBuilding CXX object CMakeFiles/robot_scheduling_actions_node.dir/src/private_actions/robot_if_process_action.cpp.o\x1b[0m\n'}
[0.399775] (-) TimerEvent: {}
[0.500057] (-) TimerEvent: {}
[0.600335] (-) TimerEvent: {}
[0.700629] (-) TimerEvent: {}
[0.800907] (-) TimerEvent: {}
[0.901195] (-) TimerEvent: {}
[1.001494] (-) TimerEvent: {}
[1.101778] (-) TimerEvent: {}
[1.202069] (-) TimerEvent: {}
[1.302347] (-) TimerEvent: {}
[1.402648] (-) TimerEvent: {}
[1.502929] (-) TimerEvent: {}
[1.603224] (-) TimerEvent: {}
[1.703514] (-) TimerEvent: {}
[1.803792] (-) TimerEvent: {}
[1.904080] (-) TimerEvent: {}
[2.004353] (-) TimerEvent: {}
[2.104617] (-) TimerEvent: {}
[2.204894] (-) TimerEvent: {}
[2.305171] (-) TimerEvent: {}
[2.405450] (-) TimerEvent: {}
[2.505703] (-) TimerEvent: {}
[2.606080] (-) TimerEvent: {}
[2.706351] (-) TimerEvent: {}
[2.806626] (-) TimerEvent: {}
[2.906903] (-) TimerEvent: {}
[3.007171] (-) TimerEvent: {}
[3.107445] (-) TimerEvent: {}
[3.207736] (-) TimerEvent: {}
[3.257006] (robot_scheduling_actions) StdoutLine: {'line': b'[ 40%] \x1b[32m\x1b[1mLinking CXX executable devel/lib/robot_scheduling_actions/robot_scheduling_actions_node\x1b[0m\n'}
[3.307873] (-) TimerEvent: {}
[3.408153] (-) TimerEvent: {}
[3.483163] (robot_scheduling_actions) StdoutLine: {'line': b'[100%] Built target robot_scheduling_actions_node\n'}
[3.497411] (robot_scheduling_actions) CommandEnded: {'returncode': 0}
[3.508246] (-) TimerEvent: {}
[3.608565] (-) TimerEvent: {}
[3.708990] (-) TimerEvent: {}
[3.799201] (robot_scheduling_actions) JobProgress: {'identifier': 'robot_scheduling_actions', 'progress': "build target 'tests'"}
